date,precipitation_height
2016-10-28 14:50:00,0.05
2016-10-28 14:55:00,0.04
2016-10-28 15:00:00,0.0
2016-10-28 15:05:00,0.03
2016-10-28 15:10:00,0.0
2016-10-28 15:15:00,0.0
2016-10-28 15:20:00,0.0
2016-10-28 15:25:00,0.0
2016-10-28 15:30:00,0.0
2016-10-28 15:35:00,0.0
2016-10-28 15:40:00,0.0
2016-10-28 15:45:00,0.0
2016-10-28 15:50:00,0.0
2016-10-28 15:55:00,0.0
2016-10-28 16:00:00,0.0
2016-10-28 16:05:00,0.0
2016-10-28 16:10:00,0.0
2016-10-28 16:15:00,0.0
2016-10-28 16:20:00,0.11
2016-10-28 16:25:00,0.04
2016-10-28 16:30:00,0.04
2016-10-28 16:35:00,0.0
2016-10-28 16:40:00,0.1
2016-10-28 16:45:00,0.06
2016-10-28 16:50:00,0.16
2016-10-28 16:55:00,0.26
2016-10-28 17:00:00,0.36
2016-10-28 17:05:00,0.11
2016-10-28 17:10:00,0.1
2016-10-28 17:15:00,0.01
