date,precipitation_height
2014-06-08 09:15:00,0.06
2014-06-08 09:20:00,0.0
2014-06-08 09:25:00,0.0
2014-06-08 09:30:00,0.0
2014-06-08 09:35:00,0.0
2014-06-08 09:40:00,0.0
2014-06-08 09:45:00,0.0
2014-06-08 09:50:00,0.0
2014-06-08 09:55:00,0.0
2014-06-08 10:00:00,0.0
2014-06-08 10:05:00,0.0
2014-06-08 10:10:00,0.21
2014-06-08 10:15:00,0.0
2014-06-08 10:20:00,0.0
2014-06-08 10:25:00,0.0
2014-06-08 10:30:00,0.0
2014-06-08 10:35:00,0.0
2014-06-08 10:40:00,0.0
2014-06-08 10:45:00,0.0
2014-06-08 10:50:00,0.0
2014-06-08 10:55:00,0.0
2014-06-08 11:00:00,0.0
2014-06-08 11:05:00,0.0
2014-06-08 11:10:00,0.0
2014-06-08 11:15:00,0.0
2014-06-08 11:20:00,0.0
2014-06-08 11:25:00,0.0
2014-06-08 11:30:00,0.05
2014-06-08 11:35:00,0.62
2014-06-08 11:40:00,6.95
2014-06-08 11:45:00,0.74
2014-06-08 11:50:00,0.03
2014-06-08 11:55:00,0.03
2014-06-08 12:00:00,0.0
