date,precipitation_height
2019-03-11 03:25:00,0.05
2019-03-11 03:30:00,0.03
2019-03-11 03:35:00,0.0
2019-03-11 03:40:00,0.0
2019-03-11 03:45:00,0.0
2019-03-11 03:50:00,0.0
2019-03-11 03:55:00,0.0
2019-03-11 04:00:00,0.0
2019-03-11 04:05:00,0.0
2019-03-11 04:10:00,0.0
2019-03-11 04:15:00,0.0
2019-03-11 04:20:00,0.0
2019-03-11 04:25:00,0.0
2019-03-11 04:30:00,0.0
2019-03-11 04:35:00,0.0
2019-03-11 04:40:00,0.0
2019-03-11 04:45:00,0.0
2019-03-11 04:50:00,0.0
2019-03-11 04:55:00,0.0
2019-03-11 05:00:00,0.0
2019-03-11 05:05:00,0.0
2019-03-11 05:10:00,0.0
2019-03-11 05:15:00,0.0
2019-03-11 05:20:00,0.0
2019-03-11 05:25:00,0.0
2019-03-11 05:30:00,0.0
2019-03-11 05:35:00,0.0
2019-03-11 05:40:00,0.0
2019-03-11 05:45:00,0.45
2019-03-11 05:50:00,0.61
2019-03-11 05:55:00,0.03
2019-03-11 06:00:00,0.06
2019-03-11 06:05:00,0.07
2019-03-11 06:10:00,0.0
2019-03-11 06:15:00,0.0
2019-03-11 06:20:00,0.0
2019-03-11 06:25:00,0.0
2019-03-11 06:30:00,0.0
2019-03-11 06:35:00,0.0
2019-03-11 06:40:00,0.0
2019-03-11 06:45:00,0.0
2019-03-11 06:50:00,0.0
2019-03-11 06:55:00,0.0
2019-03-11 07:00:00,0.0
2019-03-11 07:05:00,0.0
2019-03-11 07:10:00,0.0
2019-03-11 07:15:00,0.05
2019-03-11 07:20:00,0.0
2019-03-11 07:25:00,0.07
2019-03-11 07:30:00,0.03
2019-03-11 07:35:00,0.07
2019-03-11 07:40:00,0.17
2019-03-11 07:45:00,0.0
2019-03-11 07:50:00,0.0
2019-03-11 07:55:00,0.0
2019-03-11 08:00:00,0.0
2019-03-11 08:05:00,0.0
2019-03-11 08:10:00,0.0
2019-03-11 08:15:00,0.0
2019-03-11 08:20:00,0.0
2019-03-11 08:25:00,0.0
2019-03-11 08:30:00,0.0
2019-03-11 08:35:00,0.0
2019-03-11 08:40:00,0.0
2019-03-11 08:45:00,0.0
2019-03-11 08:50:00,0.0
2019-03-11 08:55:00,0.05
2019-03-11 09:00:00,0.19
2019-03-11 09:05:00,0.24
2019-03-11 09:10:00,0.21
2019-03-11 09:15:00,0.03
2019-03-11 09:20:00,0.07
2019-03-11 09:25:00,0.15
2019-03-11 09:30:00,0.12
2019-03-11 09:35:00,0.2
2019-03-11 09:40:00,0.0
2019-03-11 09:45:00,0.05
2019-03-11 09:50:00,0.05
2019-03-11 09:55:00,0.0
2019-03-11 10:00:00,0.2
2019-03-11 10:05:00,0.0
