date,precipitation_height
2023-09-21 15:15:00,0.03
2023-09-21 15:20:00,0.01
2023-09-21 15:25:00,0.0
2023-09-21 15:30:00,0.01
2023-09-21 15:35:00,0.0
2023-09-21 15:40:00,0.0
2023-09-21 15:45:00,0.0
2023-09-21 15:50:00,0.0
2023-09-21 15:55:00,0.0
2023-09-21 16:00:00,0.0
2023-09-21 16:05:00,0.0
2023-09-21 16:10:00,0.0
2023-09-21 16:15:00,0.0
2023-09-21 16:20:00,0.0
2023-09-21 16:25:00,0.01
2023-09-21 16:30:00,5.84
2023-09-21 16:35:00,3.64
2023-09-21 16:40:00,0.45
2023-09-21 16:45:00,1.41
2023-09-21 16:50:00,1.54
2023-09-21 16:55:00,0.93
2023-09-21 17:00:00,0.87
2023-09-21 17:05:00,0.72
2023-09-21 17:10:00,0.39
2023-09-21 17:15:00,0.26
2023-09-21 17:20:00,0.32
2023-09-21 17:25:00,0.23
2023-09-21 17:30:00,0.24
2023-09-21 17:35:00,0.29
2023-09-21 17:40:00,0.12
2023-09-21 17:45:00,0.1
2023-09-21 17:50:00,0.04
2023-09-21 17:55:00,0.06
2023-09-21 18:00:00,0.07
2023-09-21 18:05:00,0.07
2023-09-21 18:10:00,0.04
2023-09-21 18:15:00,0.02
2023-09-21 18:20:00,0.0
2023-09-21 18:25:00,0.0
2023-09-21 18:30:00,0.0
2023-09-21 18:35:00,0.0
2023-09-21 18:40:00,0.02
2023-09-21 18:45:00,0.02
2023-09-21 18:50:00,0.08
2023-09-21 18:55:00,0.1
2023-09-21 19:00:00,0.05
2023-09-21 19:05:00,0.11
2023-09-21 19:10:00,0.11
2023-09-21 19:15:00,0.16
2023-09-21 19:20:00,0.23
2023-09-21 19:25:00,0.17
2023-09-21 19:30:00,0.16
2023-09-21 19:35:00,0.14
2023-09-21 19:40:00,0.1
2023-09-21 19:45:00,0.08
2023-09-21 19:50:00,0.1
2023-09-21 19:55:00,0.06
2023-09-21 20:00:00,0.06
2023-09-21 20:05:00,0.03
2023-09-21 20:10:00,0.06
2023-09-21 20:15:00,0.06
2023-09-21 20:20:00,0.18
2023-09-21 20:25:00,0.21
2023-09-21 20:30:00,0.19
2023-09-21 20:35:00,0.13
2023-09-21 20:40:00,0.07
2023-09-21 20:45:00,0.04
2023-09-21 20:50:00,0.03
2023-09-21 20:55:00,0.0
