date,precipitation_height
2019-01-05 00:55:00,0.03
2019-01-05 01:00:00,0.0
2019-01-05 01:05:00,0.0
2019-01-05 01:10:00,0.04
2019-01-05 01:15:00,0.0
2019-01-05 01:20:00,0.03
2019-01-05 01:25:00,0.0
2019-01-05 01:30:00,0.0
2019-01-05 01:35:00,0.0
2019-01-05 01:40:00,0.0
2019-01-05 01:45:00,0.0
2019-01-05 01:50:00,0.0
2019-01-05 01:55:00,0.03
2019-01-05 02:00:00,0.0
2019-01-05 02:05:00,0.0
2019-01-05 02:10:00,0.0
2019-01-05 02:15:00,0.0
2019-01-05 02:20:00,0.0
2019-01-05 02:25:00,0.0
2019-01-05 02:30:00,0.0
2019-01-05 02:35:00,0.0
2019-01-05 02:40:00,0.0
2019-01-05 02:45:00,0.0
2019-01-05 02:50:00,0.0
2019-01-05 02:55:00,0.0
2019-01-05 03:00:00,0.0
2019-01-05 03:05:00,0.04
2019-01-05 03:10:00,0.0
2019-01-05 03:15:00,0.0
2019-01-05 03:20:00,0.0
2019-01-05 03:25:00,0.03
2019-01-05 03:30:00,0.0
2019-01-05 03:35:00,0.09
2019-01-05 03:40:00,0.06
2019-01-05 03:45:00,0.1
2019-01-05 03:50:00,0.02
2019-01-05 03:55:00,0.0
2019-01-05 04:00:00,0.0
2019-01-05 04:05:00,0.0
2019-01-05 04:10:00,0.0
2019-01-05 04:15:00,0.03
2019-01-05 04:20:00,0.0
2019-01-05 04:25:00,0.0
2019-01-05 04:30:00,0.0
2019-01-05 04:35:00,0.0
2019-01-05 04:40:00,0.04
2019-01-05 04:45:00,0.0
2019-01-05 04:50:00,0.0
2019-01-05 04:55:00,0.0
2019-01-05 05:00:00,0.04
2019-01-05 05:05:00,0.03
2019-01-05 05:10:00,0.0
2019-01-05 05:15:00,0.04
2019-01-05 05:20:00,0.0
2019-01-05 05:25:00,0.03
2019-01-05 05:30:00,0.04
2019-01-05 05:35:00,0.0
2019-01-05 05:40:00,0.05
2019-01-05 05:45:00,0.04
2019-01-05 05:50:00,0.0
2019-01-05 05:55:00,0.0
2019-01-05 06:00:00,0.0
2019-01-05 06:05:00,0.04
2019-01-05 06:10:00,0.05
2019-01-05 06:15:00,0.04
2019-01-05 06:20:00,0.03
2019-01-05 06:25:00,0.06
2019-01-05 06:30:00,0.03
2019-01-05 06:35:00,0.06
2019-01-05 06:40:00,0.09
2019-01-05 06:45:00,0.06
2019-01-05 06:50:00,0.08
2019-01-05 06:55:00,0.07
2019-01-05 07:00:00,0.11
2019-01-05 07:05:00,0.07
2019-01-05 07:10:00,0.06
2019-01-05 07:15:00,0.04
2019-01-05 07:20:00,0.04
2019-01-05 07:25:00,0.04
2019-01-05 07:30:00,0.04
2019-01-05 07:35:00,0.0
