date,precipitation_height
2020-08-24 07:15:00,0.1
2020-08-24 07:20:00,0.0
2020-08-24 07:25:00,0.05
2020-08-24 07:30:00,0.05
2020-08-24 07:35:00,0.0
2020-08-24 07:40:00,0.0
2020-08-24 07:45:00,0.0
2020-08-24 07:50:00,0.0
2020-08-24 07:55:00,0.0
2020-08-24 08:00:00,0.0
2020-08-24 08:05:00,0.0
2020-08-24 08:10:00,0.0
2020-08-24 08:15:00,0.0
2020-08-24 08:20:00,0.0
2020-08-24 08:25:00,0.0
2020-08-24 08:30:00,0.0
2020-08-24 08:35:00,0.0
2020-08-24 08:40:00,0.0
2020-08-24 08:45:00,0.0
2020-08-24 08:50:00,0.0
2020-08-24 08:55:00,0.0
2020-08-24 09:00:00,0.0
2020-08-24 09:05:00,0.0
2020-08-24 09:10:00,0.14
2020-08-24 09:15:00,0.21
2020-08-24 09:20:00,0.03
2020-08-24 09:25:00,0.0
2020-08-24 09:30:00,0.0
2020-08-24 09:35:00,0.0
2020-08-24 09:40:00,0.0
2020-08-24 09:45:00,0.0
2020-08-24 09:50:00,0.0
2020-08-24 09:55:00,0.0
2020-08-24 10:00:00,0.0
2020-08-24 10:05:00,0.0
2020-08-24 10:10:00,0.0
2020-08-24 10:15:00,0.0
2020-08-24 10:20:00,0.0
2020-08-24 10:25:00,0.0
2020-08-24 10:30:00,0.0
2020-08-24 10:35:00,0.0
2020-08-24 10:40:00,0.0
2020-08-24 10:45:00,0.0
2020-08-24 10:50:00,0.0
2020-08-24 10:55:00,0.46
2020-08-24 11:00:00,3.68
2020-08-24 11:05:00,1.35
2020-08-24 11:10:00,0.33
2020-08-24 11:15:00,0.04
2020-08-24 11:20:00,0.0
